gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SLC4A1	1009890	175	40	540876	167748	702072	1	1	1	25	38	19497996	6.191830e-01	1
GPR88	348181	846	-6	208572	83496	0	1	1	0	2	2	862680	6.192837e-01	1
SLTM	532170	212	23	638316	164808	954828	1	0	0	1	3	2743776	6.195562e-01	1
EEF1D	2183482	235	37	382116	115836	316764	1	1	1	43	73	15666420	6.196965e-01	1
THOC5	713942	190	39	427644	108612	937188	1	3	1	6	16	5650260	6.197031e-01	1
LAMB2	1898051	203	36	1071756	319536	905184	3	2	1	37	42	19083456	6.197103e-01	1
TRAM1L1	24934	NaN	-31	218484	61236	61488	1	2	0	8	21	3793608	6.199318e-01	1
JAG2	872033	260	25	751800	210084	374976	2	6	0	8	15	3090108	6.199341e-01	1
NFYB	1222031	156	17	132972	31332	427140	1	1	2	1	3	626976	6.200794e-01	1
HECTD2	288529	384	4	488964	124656	882756	1	0	0	0	0	1007412	6.201346e-01	1
EPS8	259826	496	11	508956	133392	914760	1	0	0	0	0	1048152	6.202916e-01	1
HSF2	140855	973	-19	334068	84000	540540	1	0	0	6	15	5862528	6.203082e-01	1
SMARCA5	183412	821	9	656544	162708	988596	1	1	1	6	3	3385116	6.203991e-01	1
PTPRH	1036194	199	2	668556	194796	902412	2	1	2	2	7	1622712	6.206213e-01	1
SLC18A1	158991	511	-4	322812	88956	564480	1	0	2	24	55	14328972	6.206857e-01	1
MCM3AP	857856	624	60	1180956	344400	1393812	4	1	1	1	2	1833132	6.212287e-01	1
TERT	657890	541	24	652512	219660	483336	1	0	0	1	0	1340220	6.212681e-01	1
GYS1	1927185	211	43	446880	126168	674604	1	0	0	2	1	1378104	6.212739e-01	1
PLIN5	2111443	278	43	271068	86772	196056	1	0	1	50	89	21988512	6.218422e-01	1
ATP8B4	278209	408	-21	740376	188748	1160712	1	1	5	15	17	8436288	6.221368e-01	1
P2RY4	161347	NaN	27	206808	69888	37548	1	1	0	2	2	581700	6.222000e-01	1
RPS6KA5	410309	521	27	494844	129360	770112	1	0	1	17	26	12413772	6.224472e-01	1
ATP2A3	617494	268	33	635796	193536	593208	1	1	1	26	27	16507344	6.225929e-01	1
NADK	1511678	243	30	272748	76272	580608	1	0	2	1	2	780696	6.226551e-01	1
OR1K1	433740	487	10	178080	61320	18144	1	2	0	2	2	283836	6.226626e-01	1
GRM3	123690	1072	-18	521892	147420	306936	1	0	0	2	3	2328228	6.226783e-01	1
RIC3	244487	555	19	223944	60564	302904	1	1	2	10	18	4024608	6.227946e-01	1
LRRTM1	10982	1577	-18	302652	93744	38556	2	2	0	4	8	1657488	6.228322e-01	1
FSCB	131880	932	-58	473424	151032	62496	1	2	0	38	45	12694416	6.228693e-01	1
RPS6KC1	226813	600	0	648900	171864	727020	1	0	0	5	2	2204832	6.230921e-01	1
SEC14L5	635794	302	9	420420	121632	293832	1	0	2	30	59	19832568	6.231419e-01	1
COL5A1	229207	421	31	1106868	348936	2790900	4	3	17	4	29	5986932	6.231793e-01	1
KRT36	1445853	325	-22	276276	83580	291312	1	0	0	5	7	2265900	6.237484e-01	1
SLC26A10	1329939	344	52	330120	109872	569268	1	1	0	7	14	4175556	6.237924e-01	1
UBASH3A	366755	400	71	403368	111720	701316	1	2	3	20	41	9052092	6.240570e-01	1
ITSN1	921622	370	44	1061340	280812	1956528	3	1	3	0	4	2237340	6.242640e-01	1
SIRT6	2256881	244	42	209076	67620	109872	1	1	0	10	28	5588436	6.242704e-01	1
ARHGAP9	1347802	194	32	434700	135828	617148	2	0	2	3	5	1853712	6.245609e-01	1
MYBBP1A	1252775	318	22	801444	239064	822276	3	1	1	3	6	2302020	6.246125e-01	1
SUV420H1	1059031	161	51	540540	140868	544320	2	0	0	1	3	1498980	6.246670e-01	1
NHS	70191	NaN	12	972468	293580	383292	4	0	0	7	12	4181436	6.249116e-01	1
GRIN2A	109137	922	-9	883764	235872	827568	4	5	0	5	13	3953712	6.249152e-01	1
ZNF148	377619	174	43	482076	124992	427392	1	0	1	5	5	3090864	6.250672e-01	1
ITGB2	746455	191	74	467208	130032	572544	3	2	0	5	10	2220960	6.251160e-01	1
TAS1R2	636814	532	25	494844	145488	239904	2	2	0	12	28	8427132	6.252200e-01	1
NUP50	395347	362	-13	283584	78036	311724	1	2	1	3	5	1817256	6.252627e-01	1
TPCN2	729282	416	50	458388	135072	973476	1	4	2	50	99	33799080	6.253749e-01	1
EVPL	1611239	218	22	1196748	362124	563472	1	2	4	19	45	13574316	6.254403e-01	1
GPI	671792	292	-2	368592	101640	862596	1	0	3	6	12	4629408	6.255533e-01	1
CPT1A	619314	303	45	482664	130704	842436	1	1	5	38	79	21782124	6.258225e-01	1
FAM166B	1108352	300	27	131292	38304	122472	3	2	0	0	2	160776	6.259495e-01	1
RBBP8	254087	158	40	574056	124740	689472	1	0	1	1	1	1657572	6.260341e-01	1
PRPF19	794900	522	47	309540	87360	478800	1	1	2	50	76	24536316	6.261626e-01	1
KLHL35	587975	205	39	332472	114072	134064	1	1	1	2	14	2999976	6.261751e-01	1
KIAA0892	920442	232	2	377412	105420	813204	1	2	3	41	63	18807096	6.262811e-01	1
TSNARE1	163885	685	12	309288	92400	422352	4	0	4	3	7	1168860	6.264985e-01	1
SP140	504037	626	37	577164	134232	1344420	1	1	2	11	20	7901964	6.265749e-01	1
CELSR3	1516147	212	41	1908816	630084	1078056	6	2	1	2	3	2348220	6.269298e-01	1
LAMB3	211663	300	4	705768	203196	998172	2	0	2	11	14	6065388	6.271583e-01	1
KPRP	64902	818	18	335664	103824	43848	3	1	0	5	2	571032	6.275859e-01	1
KLK8	536101	606	25	187236	49644	318276	1	0	3	9	16	2992584	6.277713e-01	1
RABEP1	1246822	382	24	537012	132552	709884	1	0	3	6	6	4339860	6.281218e-01	1
MLH3	897430	222	50	882168	229152	636552	2	0	2	28	22	13329036	6.281520e-01	1
COL1A1	1277832	210	26	865116	292824	1626156	4	1	14	7	23	5336268	6.286518e-01	1
OR4S1	278638	642	-40	180264	53844	34272	2	1	0	2	1	290052	6.287425e-01	1
LCTL	553330	219	58	351120	90384	588924	1	0	0	8	15	4647552	6.288742e-01	1
C20orf117	802783	231	67	981372	304332	302652	6	2	0	1	2	887880	6.289436e-01	1
KIAA1751	1343607	233	33	466116	127848	692748	5	3	14	2	25	1202796	6.290233e-01	1
ACSBG2	1332100	417	40	411936	106428	672588	1	0	1	29	36	15770496	6.293289e-01	1
SRGAP3	373293	469	22	680148	181440	1104264	1	1	0	13	13	9044280	6.294894e-01	1
PCDHGA5	NaN	NaN	NaN	539196	172704	697284	1	1	0	4	7	3070620	6.295515e-01	1
ZNF420	262327	1018	-64	422520	101388	180180	1	0	0	12	15	4484508	6.296300e-01	1
PPP1R3G	NaN	NaN	NaN	201180	70224	0	2	1	0	1	1	441924	6.296479e-01	1
SETBP1	15027	678	31	977172	282324	175896	5	0	5	5	13	2779224	6.296509e-01	1
ALDH4A1	642600	453	27	341544	99960	585396	1	0	0	0	0	685356	6.298120e-01	1
NUMA1	747702	311	59	1257312	367584	1297800	2	3	0	1	3	2007684	6.300231e-01	1
MX2	241283	506	46	440076	114324	682416	1	0	0	1	3	2209788	6.301157e-01	1
NRBP2	2376841	247	22	312312	84336	181944	2	1	0	8	30	5426736	6.301766e-01	1
SP4	105280	643	26	458136	140364	241920	1	0	1	16	27	9087288	6.303834e-01	1
USP6NL	300268	388	22	515004	140700	269892	3	3	1	2	6	1483440	6.304473e-01	1
EME1	1335838	196	24	350364	99204	456120	1	1	1	50	80	28850220	6.305536e-01	1
ARHGAP26	156598	456	38	509460	129360	1232028	1	1	1	3	5	3216780	6.307306e-01	1
NRSN2	879317	185	41	119364	37632	97524	1	0	2	2	2	478380	6.308645e-01	1
MX1	253874	454	53	406812	107520	778680	1	1	2	12	33	10358628	6.309678e-01	1
MFSD1	181588	972	2	318528	86436	836388	1	0	4	29	65	15393840	6.312373e-01	1
RAPGEF6	314836	627	30	1081248	278544	1211616	3	3	1	6	19	5336100	6.314759e-01	1
ZMYND8	303060	186	44	732228	189336	1331316	2	1	1	11	6	3580416	6.315370e-01	1
MYO1H	438867	470	39	639324	164304	951300	3	1	4	5	11	3602508	6.317874e-01	1
ACSS2	1004645	205	44	439320	119364	952560	1	1	3	9	36	7806372	6.318661e-01	1
REPS1	310511	613	16	484596	137088	829584	1	0	0	0	0	966672	6.319831e-01	1
SLC34A2	218417	631	35	414204	120288	584892	1	0	0	2	0	825804	6.321828e-01	1
ZNF454	95669	845	10	322056	76356	256788	1	0	0	1	1	914340	6.322495e-01	1
FILIP1	441614	325	19	723996	198828	507780	1	0	1	29	26	15460788	6.322611e-01	1
PUS7L	132735	558	-16	431844	106932	341208	1	0	1	45	77	29558508	6.325811e-01	1
ARHGAP5	153921	392	1	906108	235200	268884	11	5	0	3	7	1424640	6.326767e-01	1
CATSPERG	1467279	253	0	716436	188748	822276	3	1	4	34	41	11556720	6.328587e-01	1
ATP13A4	144678	776	-2	735252	198912	1618848	4	1	4	0	5	1817760	6.328777e-01	1
IGSF9	807549	310	10	681408	229824	817740	2	1	2	0	3	1047564	6.329687e-01	1
ZBTB39	2065204	199	34	420924	119112	53676	1	1	0	49	69	20038032	6.329906e-01	1
PRDM16	248448	632	16	763140	218904	639828	1	0	1	2	3	1367184	6.330411e-01	1
CSN2	9753	991	-4	137424	40740	198828	1	0	2	2	2	547428	6.330933e-01	1
AIFM3	577297	192	58	375312	106512	572292	2	2	2	18	35	8140944	6.332361e-01	1
C14orf50	662511	188	36	266448	65436	519120	2	1	3	4	16	2420964	6.333650e-01	1
CORO6	719319	383	30	285852	81312	278964	1	0	2	15	23	6223812	6.333979e-01	1
ABCA3	2220466	233	46	1018248	300972	1432368	2	0	1	0	1	1733340	6.334014e-01	1
SRCIN1	1028227	232	33	687876	225372	355824	1	3	4	9	16	3418296	6.334332e-01	1
MAFA	2154403	237	32	201516	66108	0	1	0	0	50	109	22284780	6.334844e-01	1
TRIM71	507311	469	24	498792	161700	259560	4	0	0	1	3	1065120	6.337341e-01	1
MYST1	1296884	351	35	298872	81396	332640	1	0	0	4	6	2128644	6.337772e-01	1
KLHL4	34243	NaN	-31	448896	121884	420336	1	1	1	50	94	25680480	6.338021e-01	1
ZFYVE1	370279	341	43	467292	130956	522396	1	2	1	50	65	27053880	6.338057e-01	1
KRT85	936407	213	42	303576	88536	445536	2	0	1	1	6	1106700	6.339043e-01	1
ADAM15	1696720	214	44	523068	152796	898632	1	0	0	1	2	2076564	6.343424e-01	1
PDGFRB	1065098	228	49	665532	193536	929628	2	2	2	38	74	19619292	6.343722e-01	1
CDH7	4645	524	-49	473004	131796	515340	1	0	1	23	27	10391808	6.345931e-01	1
VPS13A	186200	696	-2	1995840	507276	2719836	1	4	3	16	16	10427508	6.346805e-01	1
RHBDF1	1005761	238	36	513492	150780	493668	2	2	0	0	2	644448	6.348955e-01	1
GOLGA1	1116965	142	30	480648	120120	1147860	1	0	3	21	21	9596580	6.349564e-01	1
NALCN	47011	804	5	1076040	281988	2112516	2	3	6	1	9	2776956	6.349700e-01	1
CRTAM	651341	416	7	243936	63000	464940	3	2	2	0	4	527940	6.350192e-01	1
NLRC4	394223	276	21	618156	164556	410004	1	2	0	36	55	26429928	6.351045e-01	1
HPSE	335397	224	27	329784	94584	557424	1	0	0	0	0	652008	6.352560e-01	1
OR8B4	149616	857	0	179592	54264	14868	1	1	0	3	3	812616	6.352799e-01	1
POLR3B	247626	539	7	701316	183204	1416996	1	1	0	1	1	1974588	6.353089e-01	1
ADAM23	290387	726	16	522312	132636	1190952	1	0	2	2	5	2812488	6.355410e-01	1
OR7G3	311030	471	-63	178752	57624	8316	2	1	0	4	3	431256	6.358490e-01	1
SMO	811174	420	54	463260	143556	440496	1	1	0	40	70	24916836	6.359803e-01	1
MAZ	NaN	NaN	NaN	312396	105672	272412	3	1	3	1	4	749784	6.360663e-01	1
ATL1	483990	295	43	346920	88788	586656	1	0	1	17	43	15430884	6.363515e-01	1
NEIL3	53396	746	-20	370860	96348	482328	1	0	1	50	77	25122636	6.364341e-01	1
MCTP2	46228	457	-17	559524	145320	1023624	2	0	5	22	16	6281184	6.365612e-01	1
EPB41L5	218487	406	27	497952	127260	1235304	1	0	5	10	19	7932120	6.366683e-01	1
KRT35	1445853	325	-22	272160	80136	349776	1	2	1	43	54	13069392	6.369416e-01	1
TMEM161B	96521	1090	3	298452	81564	460404	2	1	4	9	18	2790228	6.370434e-01	1
IRX1	7226	1155	-24	275184	91980	114660	2	1	1	5	13	1547616	6.372035e-01	1
BRPF1	955408	348	34	732228	203952	667548	2	0	2	5	14	5439000	6.374696e-01	1
FZD3	306800	256	45	399504	109788	276444	1	0	0	7	8	2233056	6.375162e-01	1
GPR126	177409	421	-26	783216	199332	692748	3	0	3	1	5	2128980	6.375527e-01	1
SREBF2	1336623	243	62	672252	209244	626472	2	0	0	0	0	835716	6.376545e-01	1
KCNS3	143212	1197	6	292236	80724	61236	2	0	0	5	4	1172724	6.376893e-01	1
ITGA6	381919	371	23	692664	185808	1184652	1	1	2	39	50	25604628	6.379289e-01	1
TACR1	451907	644	9	242928	70056	231588	1	0	0	0	0	301644	6.381439e-01	1
CNTNAP1	1740597	177	36	824712	245532	1202544	2	2	5	29	48	16421496	6.383739e-01	1
LRP3	406033	270	-8	445704	143724	265356	2	3	0	13	27	8058624	6.384418e-01	1
ZDHHC8	503106	277	64	477792	165060	328608	1	0	0	7	6	3753204	6.385567e-01	1
DGKD	397457	227	33	747852	206472	1446480	1	1	1	15	18	9076872	6.387969e-01	1
OR7D2	311030	471	-63	180684	55944	44100	2	2	0	4	3	431256	6.390185e-01	1
C1orf69	702358	341	15	199836	72576	51408	1	0	1	4	5	1368948	6.397520e-01	1
CLCC1	880200	216	19	340452	88704	484344	1	1	2	21	31	11001984	6.397627e-01	1
SETD5	781227	404	34	857052	254016	717192	1	2	1	3	17	8767920	6.398562e-01	1
NR1H4	191698	787	-6	293832	72828	468720	1	0	0	2	3	1436820	6.398616e-01	1
ICAM3	1802015	191	21	319536	101808	207900	3	0	1	0	1	309708	6.399235e-01	1
UNCX	748119	384	40	297528	106428	32760	1	0	0	50	101	29999424	6.399320e-01	1
UBA7	1306720	191	39	605472	184044	651420	1	0	0	8	12	4586820	6.400710e-01	1
ODF2	1916608	160	35	535836	141036	904176	1	0	0	0	0	1045212	6.401971e-01	1
FEZF2	213716	935	-3	269052	82740	171108	1	0	0	50	110	29459724	6.404276e-01	1
PHC2	668735	413	31	506184	156828	671580	1	0	0	1	0	986244	6.406160e-01	1
SCN11A	276625	707	18	1094688	285264	1296288	5	0	3	1	3	1684956	6.409454e-01	1
MXRA8	1744013	273	28	262248	82236	138852	1	0	3	1	8	823452	6.410565e-01	1
TJP1	194015	515	-46	1052436	297024	1306368	3	0	2	0	2	1603392	6.412959e-01	1
DMKN	954618	367	35	353976	101640	638568	3	1	7	0	8	740208	6.414908e-01	1
ECE2	1453600	241	47	642432	185640	922824	2	1	2	11	11	3451392	6.415194e-01	1
PDHX	663753	258	6	323904	98952	462168	1	1	0	30	55	15622236	6.418692e-01	1
ETFDH	171388	429	1	377160	102144	712152	1	0	0	3	4	1993404	6.418850e-01	1
RASA3	434290	406	58	521388	133056	943488	1	1	3	26	30	14167020	6.419376e-01	1
COL14A1	262056	839	-5	1096200	309708	2491272	4	5	3	1	8	2904384	6.421726e-01	1
MSX1	132550	558	37	170940	59892	46872	1	1	0	2	4	902748	6.421800e-01	1
PAQR5	366429	210	29	201684	54600	428904	1	0	1	0	1	483504	6.421995e-01	1
C12orf41	1696008	421	21	299712	82068	499212	1	0	0	0	0	581280	6.422998e-01	1
COQ6	443041	158	51	291396	74760	603792	1	1	2	14	25	6677832	6.426688e-01	1
BCL11A	151287	732	7	519456	141792	224280	2	1	0	22	47	13309128	6.429180e-01	1
LRRC14	1755818	291	7	278880	96600	327348	1	0	2	4	3	1352400	6.429199e-01	1
MAN2B2	501896	278	33	600600	181608	721476	1	1	0	11	12	7194180	6.431296e-01	1
BTBD11	206629	764	16	674436	203532	672840	4	1	6	4	9	2414580	6.432764e-01	1
PARP15	419536	311	44	424620	117684	416304	1	1	1	25	46	17195304	6.432905e-01	1
CASKIN2	1918292	195	25	693504	234108	615384	1	2	1	12	12	7326060	6.433254e-01	1
PLOD1	518604	207	41	444948	124068	983052	1	2	2	20	23	10776864	6.436842e-01	1
CDK19	322538	480	29	312984	79884	611856	1	1	0	1	1	812952	6.437339e-01	1
PVRL2	920101	196	-3	388584	127764	352800	1	3	0	34	55	18636324	6.439660e-01	1
OPA1	148817	456	12	642096	156240	1287972	1	0	2	10	15	8684508	6.441158e-01	1
PTPN6	2704950	211	47	399084	106680	638568	1	0	2	7	11	4432008	6.442553e-01	1
TMEM189	NaN	NaN	NaN	163800	46116	214704	1	2	0	1	2	632520	6.445124e-01	1
TLE6	1119793	197	35	354144	95172	319284	1	0	2	50	108	25291896	6.447452e-01	1
EP300	1167197	154	42	1455132	400848	1467396	5	2	0	3	4	2942856	6.449043e-01	1
ESPNL	428658	356	29	572460	196140	154980	8	4	5	3	10	855288	6.452382e-01	1
BAIAP2	1727896	243	16	355656	98448	648900	1	0	4	24	46	11915652	6.454580e-01	1
MCM10	246179	354	35	537264	144144	988092	1	0	1	1	1	1359120	6.454644e-01	1
PPP2R3A	181711	590	2	728280	187740	774144	3	0	2	7	16	5900412	6.456840e-01	1
TBC1D4	196931	480	17	787080	215124	861840	2	2	2	50	47	23912616	6.460918e-01	1
PTPN2	435935	152	46	262752	65856	438228	1	0	0	0	0	504084	6.462871e-01	1
NLRX1	1258103	195	57	589932	198324	502992	4	2	3	3	11	2217348	6.464572e-01	1
STK11IP	548994	487	35	650832	205464	536760	2	2	2	48	98	28753116	6.469685e-01	1
C19orf55	1151198	321	30	250152	82488	227556	1	1	3	5	22	3268944	6.470672e-01	1
ZNF184	162358	606	37	461244	111300	279216	1	1	0	50	84	27425916	6.471344e-01	1
NEURL4	1911735	206	36	921564	288792	916272	2	1	2	32	39	16465344	6.472125e-01	1
URB2	299238	340	15	892500	269472	507528	3	1	3	8	16	4623444	6.474512e-01	1
FKBP10	1760409	175	35	346248	103572	437472	1	0	0	10	18	6639528	6.474883e-01	1
ESYT1	2878044	171	40	671244	201936	1215900	1	1	1	49	62	29740704	6.475150e-01	1
ITFG1	489472	809	-5	380772	100296	850752	1	0	2	1	2	1043616	6.475955e-01	1
OR13F1	146816	930	-33	185052	56364	30744	4	3	0	6	5	596652	6.476523e-01	1
ZZEF1	717943	314	23	1796004	498204	2477916	4	5	7	33	69	25268040	6.481572e-01	1
ELAVL3	1255985	265	32	219912	64344	289800	1	1	1	50	99	21261828	6.481685e-01	1
SRP72	662749	594	27	419664	107016	752976	1	0	2	50	87	25742052	6.482953e-01	1
SLC12A2	257189	531	24	734160	209076	1588104	1	1	2	1	4	2684136	6.483957e-01	1
GPC1	409918	407	20	329196	101472	192024	2	3	0	2	9	2255316	6.483981e-01	1
TMEM196	187539	874	-4	103488	30828	102312	1	0	1	0	1	133140	6.485203e-01	1
LATS2	446900	192	41	638904	190428	271908	1	1	1	50	63	24925404	6.487145e-01	1
SMARCA2	113887	805	18	979020	257040	1594656	1	0	4	28	29	16494324	6.487191e-01	1
KIF1A	1094176	446	29	1031856	292908	1110312	2	4	7	5	17	4119612	6.488233e-01	1
LRCH3	520915	322	36	432768	124908	1133496	1	1	8	8	19	4804044	6.489454e-01	1
FAM36A	694721	405	3	74088	18900	129024	1	1	2	1	6	347760	6.490549e-01	1
PPP2R2B	309460	509	1	305088	73920	861336	1	0	4	28	59	17759700	6.492934e-01	1
PCOLCE	1767777	242	60	264432	84336	362124	3	2	0	0	2	446460	6.498503e-01	1
COX10	96214	985	-54	260652	81060	364644	1	2	1	34	39	10180464	6.499151e-01	1
ABCD3	459824	348	-8	419328	109620	854028	3	2	2	1	4	1056972	6.499582e-01	1
CYFIP1	352283	539	-19	846972	226800	1316700	2	1	3	7	14	5323836	6.501746e-01	1
CPAMD8	947295	386	29	1153992	349188	1326780	4	6	3	31	50	17720892	6.507287e-01	1
CGNL1	189519	561	10	792036	211176	787248	3	0	1	6	10	3575880	6.507312e-01	1
INPP5J	731144	218	40	383292	112392	320292	2	1	1	8	18	4038132	6.514588e-01	1
KIF19	362227	433	-8	593460	180936	515592	4	4	1	2	5	1084104	6.515297e-01	1
ENAM	262250	609	16	687624	184548	527688	1	0	0	5	8	5449416	6.517298e-01	1
IFT80	427333	617	9	485688	121632	795816	1	0	0	0	0	917448	6.519668e-01	1
GFM1	197292	890	-9	459732	126420	1110564	1	0	1	0	1	1236984	6.519799e-01	1
SALL1	332955	935	-42	772968	231252	93744	2	1	1	46	40	11453820	6.522176e-01	1
CPNE5	844979	244	43	370524	99204	838404	3	0	8	3	10	1796592	6.522500e-01	1
BMX	188273	NaN	36	427224	101976	1046556	1	0	1	0	1	1148532	6.522941e-01	1
POLL	843302	421	19	340620	102900	411264	2	3	0	10	28	6158628	6.523124e-01	1
DUS3L	990266	225	26	386820	118440	301140	1	1	0	31	47	15604596	6.523394e-01	1
KDM3B	1254629	209	42	1045800	309456	1249164	1	6	1	31	67	15964200	6.523874e-01	1
C9orf114	1768145	201	34	232092	65016	432684	1	1	2	5	10	2634324	6.523950e-01	1
RNPEP	751933	168	31	389844	112896	539532	1	1	0	1	2	1055460	6.524172e-01	1
ASCC3	103404	825	2	1370040	361200	1932336	2	0	2	1	2	2419116	6.524726e-01	1
CPB2	354901	679	53	266196	64932	506520	1	2	0	6	7	2019864	6.525355e-01	1
OSGIN1	387177	550	-6	326508	103656	204876	1	0	0	12	14	4939284	6.525929e-01	1
ITPRIPL1	904852	213	43	333564	97356	116676	2	2	0	2	2	670740	6.527772e-01	1
CLCA2	248812	762	-13	570360	156408	649908	1	2	1	19	18	7940436	6.529993e-01	1
LPCAT1	557296	390	37	320712	96852	674100	2	1	3	1	5	1295280	6.531782e-01	1
IP6K2	1646019	212	45	370944	100296	249228	1	1	0	50	68	24496584	6.535106e-01	1
CYP1A2	746043	199	41	305424	91476	350784	1	1	1	2	3	1128624	6.537197e-01	1
COL6A1	764197	590	23	626472	186228	976500	6	1	11	0	12	1162728	6.537251e-01	1
SLCO1B3	151869	521	-24	432096	113484	689976	1	0	0	3	6	2607360	6.538978e-01	1
TBC1D16	660356	237	21	456624	135072	367920	1	2	0	50	61	20514480	6.542636e-01	1
NETO1	32720	916	-26	338016	84840	510300	1	0	1	2	4	1344756	6.543694e-01	1
TTC14	182757	1031	2	480312	120708	475272	1	2	0	22	39	10502268	6.543793e-01	1
UBR1	634287	366	32	1100232	269640	2125116	2	0	3	9	21	10328892	6.545874e-01	1
KCNMA1	116099	807	3	792204	213024	1338624	3	0	4	0	4	1551648	6.549668e-01	1
ST6GAL1	447917	433	32	247968	64764	328104	1	0	0	1	0	464352	6.551462e-01	1
SLC12A4	871877	158	52	699636	202020	774648	1	1	2	1	3	1171968	6.551737e-01	1
ABCC3	1585602	196	18	922572	284004	1335096	1	0	1	2	4	3451980	6.552225e-01	1
ERBB2	1284992	226	38	752220	223524	1108800	3	1	2	4	6	2086728	6.555882e-01	1
ALK	202198	882	19	968436	285264	1402884	4	3	1	0	4	1688148	6.555995e-01	1
TRIM58	87551	993	-35	286776	86940	160524	3	2	0	4	4	596652	6.558876e-01	1
PITPNM2	1122735	196	44	806400	238392	958356	4	1	1	1	3	1427496	6.558971e-01	1
ADCY3	284877	296	37	688968	197316	989604	1	2	0	20	22	11892384	6.559219e-01	1
MMP2	129512	538	-28	406560	106512	587664	2	4	2	4	12	2540832	6.560410e-01	1
CRB2	346407	389	44	738108	246708	367668	5	5	2	11	22	4343976	6.561481e-01	1
WLS	331085	524	-20	360192	91896	1070496	1	2	1	1	7	2705892	6.562336e-01	1
NUB1	604407	282	42	373884	95340	386820	1	0	3	38	60	18861948	6.562709e-01	1
SHROOM3	570950	418	17	1156764	363048	751212	5	3	0	3	5	2398368	6.562821e-01	1
AKAP1	413131	258	-6	533148	160356	629496	1	3	0	14	27	8198064	6.563880e-01	1
TRIM33	727314	264	13	684852	187572	861588	1	0	0	1	4	3479952	6.564115e-01	1
PLBD2	442841	251	37	352968	104664	367668	1	1	1	14	23	7222992	6.564202e-01	1
NTRK1	1505782	208	45	517356	154224	1771812	1	0	4	3	6	3096324	6.569984e-01	1
RHOBTB3	310056	242	46	377832	95928	684432	2	5	1	22	55	12226116	6.571215e-01	1
ZKSCAN2	189953	551	12	582288	155568	443520	1	0	1	5	4	2952180	6.572360e-01	1
PINX1	116190	574	16	204540	51240	199332	2	0	3	3	4	781872	6.572662e-01	1
AGL	289704	595	9	964068	245532	1486044	3	2	0	1	5	2466744	6.573436e-01	1
TNK1	1911735	206	36	383544	129024	158004	1	1	0	36	46	17186568	6.573570e-01	1
YSK4	297611	434	28	807240	207060	674352	3	2	0	6	8	3109008	6.573967e-01	1
SLITRK1	9008	874	-31	405300	121632	48636	3	2	0	4	5	694932	6.577310e-01	1
SIX4	352813	482	5	451500	142212	122724	1	0	0	17	30	13471332	6.577756e-01	1
GMEB1	817267	128	27	348264	96012	482076	1	0	0	4	3	1482180	6.578683e-01	1
AK7	328475	560	14	451668	113316	912492	1	0	1	2	4	1601124	6.579119e-01	1
TOP1MT	1770114	220	27	369516	99708	657216	3	1	5	2	12	1773492	6.579667e-01	1
SLC44A2	2082774	226	33	443688	120792	745416	2	1	3	6	17	4105752	6.582019e-01	1
C12orf60	340728	578	-4	149520	37464	239904	1	0	0	0	0	277368	6.585950e-01	1
CDHR4	1306720	191	39	473760	141876	73584	1	0	1	50	69	27166776	6.588291e-01	1
COL6A6	198659	527	16	1365336	382032	1173060	3	2	2	34	36	21175644	6.588680e-01	1
JAKMIP1	366026	678	41	525420	141624	809172	1	0	2	2	3	2228772	6.590831e-01	1
RBL2	237885	403	-2	697704	185304	907704	1	0	0	1	0	1292424	6.591210e-01	1
NR2C1	365826	544	27	388164	100212	621432	1	0	0	7	8	3603852	6.591776e-01	1
SLIT3	401911	706	20	930300	257124	1775340	3	4	3	4	15	4390848	6.591982e-01	1
CPT1B	1073094	203	43	474936	128604	916272	2	2	0	0	2	1044876	6.592351e-01	1
FAM73B	1473097	203	29	354396	108780	547344	1	0	0	0	0	656124	6.593200e-01	1
UBXN6	2078211	278	37	267120	77616	349524	2	3	2	12	28	3933804	6.593262e-01	1
ROR1	138354	492	-3	559860	158844	685692	2	1	0	1	2	1130304	6.593664e-01	1
GABRE	127993	NaN	-10	307860	84000	424872	1	1	1	8	14	3539424	6.602572e-01	1
DDX52	585337	340	23	370944	97272	690732	1	1	3	14	18	6862212	6.606692e-01	1
WNK3	352631	NaN	25	1084356	299376	702324	2	0	0	10	19	11293044	6.607514e-01	1
MAN1A1	105366	702	6	395640	109872	556920	1	1	4	9	13	3665676	6.609441e-01	1
ETV3L	934232	423	32	212856	64848	212436	3	4	0	0	4	277284	6.611178e-01	1
RASAL3	524410	481	33	585984	196224	287280	2	0	2	44	83	27098232	6.612315e-01	1
STAT6	2122802	172	52	514080	148176	856548	1	1	1	7	4	2846508	6.612318e-01	1
BUB1	NaN	NaN	NaN	676368	168840	1089144	1	0	3	26	44	19510344	6.620818e-01	1
PCDH10	9477	1355	-31	611772	193872	219492	4	3	1	4	7	938028	6.622987e-01	1
LRRIQ1	25069	946	-28	1075536	253764	1008000	8	1	8	21	42	8253084	6.624913e-01	1
SBNO1	1090982	125	37	856800	227304	1349460	1	2	2	35	58	29877456	6.626858e-01	1
DGKK	43036	NaN	7	780024	209580	758520	1	0	7	4	11	2773680	6.626898e-01	1
