gene	bin
AHSP	9942
ARL6IP4	8632
PDCD1	1991
TNFRSF12A	9841
SPTBN5	9566
ZNF771	9938
PRR16	4215
NGRN	9776
THEM6	6482
MS4A4A	7772
DACT1	9280
CRNKL1	11098
ZBTB7A	10801
FZR1	10799
TAOK3	8612
KLRF1	8140
KRT76	8317
WT1-AS	7674
PDE1A	1720
MBTPS2	11651
HOOK1	249
CDC40	4938
CHST15	7491
ZMYND10	2219
PLA1A	2516
UBR5	6295
POP5	8622
TEX264	2224
PDE1C	5351
POMP	8717
TMA7	2211
MRPS17	5457
ATRAID	1079
SNX7	424
UCHL5	710
ANGPT4	11010
PDE2A	7821
CSAD	8319
ATP6V1D	9319
WNT16	5696
ZNF589	2210
EIF3L	11504
NIP7	10051
RWDD1	4967
PDE3A	8187
AIG1	5088
TRPV2	10207
COMMD10	4195
WDR83OS	10834
TRAPPC4	8026
ATP5F1E	11248
PDE3B	7593
PPME1	7828
NOL7	4547
HEMK1	2220
PDE4A	10825
BIN2	8310
ACTL6B	5606
PDE4B	276
AMOTL2	2579
PRKAG2	5824
POLK	4012
ZNF107	5464
DDX41	4472
SNX9	5155
PDE4C	10857
SUCO	617
ANAPC5	8626
ANAPC7	8577
SCARA3	5971
MAGEC2	12114
FAM8A1	4565
PDE4D	3947
HPCAL4	159
YTHDF2	112
VGLL1	12092
RNF138	10564
IP6K2	2212
PCYOX1	1274
PDE6A	4348
PRRX2	6936
LCMT1	9922
GULP1	1748
REV1	1366
RHCG	9772
PDE6C	7353
SFMBT1	2230
UBE2J1	4846
EVL	9469
PDE6D	1945
DCDC2	4595
LIMA1	8306
CABP2	7803
ISYNA1	10858
HSD17B7	573
ANKFY1	10155
PDE6G	10444
VCX2	11590
VCX3A	11582
PDE6H	8162
SPOUT1	6932
NOP16	4467
RTCB	11480
HACD3	9671
CTDSPL2	9576
NELFCD	11247
TRIAP1	8622
ATP5PB	477
PDE7A	6132
HIKESHI	7883
CWC15	7917
TRMT112	7789
UFC1	567
RTF2	11236
PDE8A	9752
CHMP5	6641
GTSE1	11541
ETV7	4625
DTL	794
NCKIPSD	2212
PDE9A	11404
LARS1	4331
TMEM14C	4534
CXXC5	4301
TMEM138	7776
OSER1	11181
GSKIP	9451
JKAMP	9284
ANAPC11	10445
PDE1B	8325
ZC3HC1	5736
TRMO	6792
PHF7	2228
VTA1	5084
PPHLN1	8271
MTFP1	11471
ZCCHC17	122
PDGFA	5213
SCLY	1974
VPS54	1245
ZNF581	10994
SIRT7	10445
SIRT6	10802
PDGFB	11510
CINP	9479
RAB14	6898
ACKR4	2572
PEX5L	2786
LGSN	4731
NT5DC3	8547
PDGFRA	3091
RAB6B	2577
IL23A	8332
MBIP	9180
HDAC7	8295
ARMCX3	11946
TDP2	4597
UFM1	8761
PDGFRL	5924
CYRIB	6422
GDE1	9903
LARP7	3356
ESF1	11069
PDE6B	2869
AZIN1	6298
PCF11	7869
MED15	11432
PIAS4	10801
PDGFRB	4349
TRIM33	490
SRRT	5607
NBAS	1023
LSR	10915
ATP5MC1	10304
PDHA1	11640
LIPT1	1365
NOP58	1811
METTL13	614
PIGT	11186
TRMT6	11032
ATP6V1H	6077
GET4	5214
PDHA2	3280
DPH5	435
ERGIC3	11141
TAF9B	11859
NSG2	4458
UBE2D4	5403
PDHB	2255
KLF13	9523
DYNC2LI1	1154
SLC25A39	10288
PDK1	1675
LUC7L2	5777
OTUD6B	6245
RBMX2	12067
DHRS7	9287
RTRAF	9250
SF3B6	1065
PDK2	10309
MRPL48	7826
TMBIM4	8375
PPIL1	4627
YPEL5	1092
CIAO2B	10040
MRPS23	10344
PDK3	11663
MRPS33	5784
PTRH2	10352
CHMP3	1348
CDK5RAP1	11132
RASD1	10210
STYXL1	5499
GINS2	10119
PDK4	5585
MPC1	5194
FKBP7	1702
ZFR	3848
ASB1	1975
ASB4	5584
NUB1	5823
HSPB11	222
SARAF	5982
ENPP1	5037
TPPP3	10042
ASB2	9440
PALS2	5318
ENPP2	6375
SUFU	7392
OAZ3	526
ENPP3	5036
LSM7	10794
LSM8	5682
CPSF3	997
TRAPPC2L	10133
HECA	5070
VPS29	8577
ATP5MC2	8321
PDPK1	9839
CYB5R2	7562
NLK	10226
PADI3	63
ACSL5	7437
GPRC5B	9904
EMCN	3301
CYB5R1	755
ZNF44	10832
SELENOT	2653
RAB23	4720
CES1P1	9989
CAB39	1941
SLC26A4	5633
UIMC1	4469
FBXO40	2525
DNAJB11	2816
CMPK1	193
WBP11	8162
PDYN	11015
UPB1	11446
MSRB1	9837
RAPGEF6	4265
GHRL	2038
PDZK1	516
WWOX	10084
ARID4B	897
CD244	566
LUC7L3	10312
PECAM1	10370
RTEL1	11269
HIGD1B	10291
ERAP1	4108
TMEM8B	6652
CDK12	10268
C9orf78	6937
SERPINF1	10145
SYT17	9901
ATP8A2	8702
RAB8B	9660
INPP5K	10144
GNG13	9832
STK26	12074
TM7SF3	8217
RSF1	7844
MAP3K20	1678
MYOZ2	3384
PEG3	10999
KDM3B	4296
PENK	6089
ATP5MC3	1687
ASIC5	3548
SIX4	9289
COQ3	4890
CALML5	6995
PHAX	4243
GALNT7	3627
ADA2	11423
PEPD	10907
PER1	10172
GATB	3529
PEX1	5570
PEX6	4655
PEX7	5060
PEX10	6
PEX12	10256
PEX13	1233
PEX14	41
PF4	3182
PF4V1	3182
PFAS	10172
CFP	11766
ACP1	955
PFDN1	4304
PFDN2	567
PFDN4	11225
PFDN5	8319
ATP8B1	10681
PFKFB1	11788
PFKFB2	771
PFKFB3	6998
ATP5ME	2869
PFKFB4	2211
PFKL	11411
VIT	1122
PFKM	8297
PFKP	6984
PFN1	10158
PFN2	2650
CDK14	5561
ATP5PF	11326
PGA5	7776
PGAM1	7370
PGAM2	5403
PGC	4650
PGD	41
PGF	9353
PGGT1B	4191
ATP6V1A	2489
PGK1	11859
PGK2	4686
PGM1	266
PGM3	4820
PGM5	6665
PGR	7944
ABCB1	5548
ABCB4	5548
PHB	10306
ATP6V1B1	1277
SLC25A3	8524
PHEX	11652
PHF2	6775
PHKA1	11840
PHKA2	11638
PHKB	9951
ATP6V1B2	5936
PHKG1	5457
PHKG2	9939
PHYH	7031
SERPINA1	9442
PI3	11185
SERPINA4	9443
SERPINB5	10708
SERPINB6	4498
ATP6V0C	9839
SERPINE2	1910
SERPINB8	10710
SERPINB9	4498
SERPINB10	10710
SERPINI1	2731
SERPINB13	10709
SERPINI2	2729
PIGA	11622
PIGC	616
ATP6V1C1	6299
PIGF	1167
PIGH	9320
PIGR	771
PIK3C2A	7604
PIK3C2B	762
PIK3C2G	8178
PIK3C3	10610
ATP6V1E1	11425
PIK3CA	2783
PIK3CB	2598
PIM1	4629
PIK3CD	38
PIK3CG	5630
PIK3R1	3988
PIK3R2	10857
PI4KA	11433
PI4KB	524
ACP2	7742
PIN1	10823
PIN1P1	295
PIN4	11839
PIP	5793
PIP4K2A	7070
PITPNA	10144
PITX1	4281
PITX2	3347
PITX3	7391
PKD1	9837
PKD2	3245
PKLR	541
PKHD1	4694
PKM	9701
PKNOX1	11405
PKP1	748
PKP2	8243
PLA2G1B	8621
PLA2G2A	76
PLA2G4A	681
PLA2G5	76
PLAG1	6088
PLAGL1	5092
PLAGL2	11127
PLAT	6037
PLAU	7268
PLAUR	10947
ATP6V0B	179
PLCB2	9560
PLCB3	7788
PLCB4	11047
PLCD1	2164
BCL11A	1230
CPXCR1	11906
BTBD1	9746
PLCL1	1791
SPA17	8052
IL17D	8681
NUDT9	3242
CHIC1	11842
TM6SF2	10861
TM6SF1	9747
UBASH3A	11402
ZFYVE1	9345
PLCG1	11167
LRP1B	1527
PANK1	7335
SHC3	6756
PLCG2	10101
PLD1	2748
NUP54	3192
TPCN1	8589
PLD2	10157
PLEC	6487
PLG	5168
CLIC5	4668
STX18	2884
PLEK	1266
SERPINF2	10145
PLIN1	9773
PLK1	9915
FXYD1	10915
FXYD3	10915
ATP6V0A1	10281
PLN	4976
PLOD1	47
PLOD2	2632
PLP1	11953
PLP2	11771
PLRG1	3542
PLS1	2616
PLS3	12004
PLSCR1	2634
PLTP	11188
PLXNA1	2548
MBD3	10791
ADAM22	5550
PLXNA2	776
BCO1	10099
PRKAG3	1886
PTOV1	10972
S1PR5	10825
PLXNB1	2211
PLXNB3	12161
PMAIP1	10692
PMCH	8540
PNOC	5974
PMCHL1	3801
ATP6AP1	12162
PML	9709
PMM1	11520
PMM2	9867
PMP2	6203
PMP22	10204
PMS1	1754
PMS2P1	5605
ATP7A	11858
PMS2P4	5470
RIPPLY3	11377
FXYD7	10915
FXYD6	8021
FXYD5	10915
FXYD4	7143
P2RY13	2656
GPR84	8324
IL20RA	5060
IL20RB	2591
FGFRL1	2871
GPR87	2656
C11orf24	7804
TRIM34	7552
CDHR5	7533
CLDN22	3674
ATP5PO	11363
MYO3A	7086
DUOX1	9578
RAB4B	10938
RAB24	4471
PELO	3919
SLCO1C1	8189
EXOSC9	3396
PPIL3	1805
EXOSC10	44
FTHL17	11693
CNTN5	7935
CSNK1G1	9665
A4GALT	11525
PRRX1	609
CPSF2	9432
ACP5	10830
ATP7B	8823
BRWD1	11388
SLC37A1	11403
RBM11	11273
PCBP3	11417
C21orf58	11420
YBEY	11420
PNLIP	7457
LINC00160	11367
SMIM11	11365
C21orf62-AS1	11358
MIS18A	11356
PNLIPRP1	7457
LINC00158	11325
CHODL-AS1	11289
PNLIPRP2	7457
TSPEAR	11411
LINC00113	11335
LINC00112	11399
PNMT	10269
LINC00111	11399
SETD4	11373
FAM3B	11397
RIPK4	11399
CLIC6	11367
GSAP	5501
TLR9	2227
POLE3	6862
CHRAC1	6471
PNN	9193
GPR88	433
UBL3	8722
SEPTIN4	10347
LINC00308	11309
LURAP1	188
MRPL39	11325
C21orf91	11289
C8orf58	5947
DCUN1D1	2800
NANS	6792
PODXL	5741
CYCS	5320
ERRFI1	30
KCNK10	9414
TREM2	4647
TREM1	4648
SNTG1	6060
POLA1	11664
SNTG2	958
POLB	6037
POLD1	10974
POLD2	5404
POLE	8675
POLE2	9240
PCOTH	8696
POLG	9772
POLH	4658
POLR2A	10169
POLR2B	3107
POLR2C	9997
GPR173	11781
GPR85	5658
POLR2D	1481
GNG2	9249
GDAP1	6171
POLR2E	10789
DPM3	541
SOX18	11271
UNC93A	5198
POLR2F	11505
POLR2G	7782
CYTL1	2887
WNT4	85
HAO1	11042
POLR2H	2806
POLR2I	10919
TERF2IP	10073
POLR2K	6286
SLC38A2	8289
POLR2L	7534
NLGN3	11836
SIAE	8052
POLRMT	10787
TAS2R5	5787
POMC	1069
DNAJC10	1722
YIPF1	222
GAR1	3343
SSH1	8570
SH3TC1	2901
SEMA5B	2531
GFOD1	4546
RBM27	4331
PON1	5583
SASH3	12064
KCTD5	9840
ANLN	5368
PON2	5584
RIN2	11097
ATAD2B	1063
FBXO42	62
MOV10L1	11559
TAF7L	11945
PRR13	8320
PON3	5584
MRPS21	520
FBXW5	6967
CCSER2	7314
RETREG1	3780
XRN1	2615
ETAA1	1261
SPIN2A	11797
ANKIB1	5569
MIOS	5240
ZFAND6	9735
POR	5498
ARMCX6	11946
MIEF1	11511
TOLLIP	7536
KRT20	10274
NLE1	10254
RNF216	5235
PLEKHA5	8182
PIMREG	10164
CHPF2	5822
TRMT13	431
DGCR8	11431
POU1F1	2385
UGT2B28	3162
OTULINL	3772
NEURL1B	4452
C11orf71	8005
TMX3	10733
PRMT7	10046
HEATR5B	1123
SMOX	11025
TMCO1	586
ATR	2615
POU2AF1	7991
RBM47	3045
ZDHHC13	7613
CPVL	5338
DHX29	3930
ADAMTSL4	521
EPB41L4A-DT	4179
RHOF	8627
POU2F1	593
PCDH18	3466
HMGCLL1	4712
DDX4	3932
MTRF1L	5133
PUS7	5624
APBB1IP	7088
POU2F2	10943
CCDC93	1435
WDR44	12016
ANKRD16	6997
ASNSD1	1754
POU3F1	152
USP53	3384
MRPL50	6808
EXOC6	7350
ROBO4	8053
NDUFB11	11764
POU3F2	4888
FAM193B	4472
DDIT4	7261
RC3H2	6906
TOMM7	5310
CRCT1	529
MTMR12	3847
RNF186	75
SDK2	10409
POU3F3	1391
NECAB2	10112
MAGEL2	9499
GNL3L	11787
MIR4453HG	3533
WDR5B	2528
DDX49	10860
ING3	5695
SGTB	3977
SPATA6	197
POU3F4	11883
EPB41L4B	6843
DLL4	9562
POU4F1	8944
UGT1A10	1953
UGT1A8	1953
UGT1A7	1954
UGT1A6	1954
UGT1A5	1954
POU4F2	3506
SCAND2P	9751
EGLN1	880
GNB1L	11430
LZTFL1	2199
EQTN	6614
MXRA8	2
POU4F3	4332
L1TD1	260
ATRX	11857
UGT1A9	1953
NDFIP2	8948
DDX56	5406
INO80	9563
CCNJ	7364
POU5F1B	6411
FBXL19	9940
VSIG10	8611
ARL15	3924
PAF1	10932
PARP14	2530
HES2	23
MAP10	886
MINDY2	9640
POU6F1	8310
PPA1	7252
PPARA	11540
UGT1A4	1954
UGT1A1	1954
UGT1A3	1954
PCDHB18P	4308
PCDHB17P	4308
TBC1D13	6932
WDR74	7783
TMEM106B	5261
RSBN1	488
PPARD	4621
LRRN3	5649
CRLS1	11033
GTPBP2	4658
CROT	5547
PPARG	2047
ZNHIT6	366
P4HTM	2213
MANSC1	8150
MED1	10268
KIF1A	1986
PPEF2	3190
PDP1	6258
GPN2	104
MARCHF5	7347
PPAT	3104
CNGB3	6225
RBFOX1	9854
SLC6A20	2199
BTN2A3P	4605
OTUD4	3499
PPBP	3182
TMED9	4472
SLC35F2	7975
RAB39A	7976
MPHOSPH8	8677
FEV	1887
XAF1	10166
LEPROT	275
LY6K	6482
EPDR1	5376
PPEF1	11637
FBLIM1	60
FNDC8	10254
ZNF853	5237
IL17RD	2249
FAM20A	10387
KLHDC4	10129
CTSA	11188
PCSK4	10791
GRAMD1C	2489
ROPN1	2536
ZRANB1	7495
TRIM44	7689
BTG4	7992
HYDIN	10055
DIRAS2	6762
PPP1R12C	10992
CFAP46	7530
RNF111	9641
PPIA	5407
NSMCE4A	7482
BORCS6	10172
DNAJB12	7262
PPIB	9665
TET2	3322
KCTD9	5960
TRPM4	10969
BNC2	6565
MED18	110
DCHS2	3541
MBTD1	10314
PPIC	4227
KLHL24	2803
HAUS6	6577
TRIT1	160
CNNM2	7394
AHI1	5052
ZNF586	11003
DYM	10643
SAMD9	5573
PPID	3561
GIPC2	332
ZNF562	10822
AFTPH	1248
KLHL28	9218
QPCTL	10955
GATAD2A	10862
ZNF280D	9630
ZCCHC10	4272
NDE1	9893
ERCC6L	11839
TRPM7	9603
SWT1	674
CDHR2	4468
GIN1	4136
NXPE4	8006
BCAS3	10356
ASPN	6771
NUP62CL	11967
BEST2	10834
VPS13C	9654
GDAP2	506
BSPRY	6862
WBP1L	7393
LRRC49	9695
APTX	6640
BIVM	9054
MFSD6	1757
SYTL2	7880
ESRP1	6261
SIDT1	2488
ARHGEF38	3324
DEF8	10138
FBXL12	10823
ANKRD49	7915
PAQR5	9688
WDR55	4306
FAM83E	10967
TENT5C	505
GON4L	543
GDPD2	11833
PGPEP1	10857
ELP6	2207
MS4A12	7773
SNRK	2188
CC2D1A	10839
TOR4A	6968
DNAJC25	6854
GPATCH4	547
PPP1R14D	9562
TMEM214	1078
TMEM104	10415
EPS8L1	10992
QRICH1	2213
PIGG	2868
PALMD	429
FNBP1L	400
CNTLN	6568
DCAF16	2941
ZCCHC2	10704
DPP8	9670
ST7L	482
BCOR	11733
TEX10	6803
ANKHD1	4305
CWC25	10265
RETSAT	1343
TBC1D8B	11966
PLPPR1	6806
UHRF1BP1	4618
NSUN2	3735
ALKBH5	10213
INO80D	1828
NCAPG2	5853
MTMR10	9522
RNF43	10347
SLC66A1	73
CASZ1	42
ELOVL2	4535
PXK	2254
AUH	6765
LAX1	759
CDKAL1	4578
TTC19	10205
MKS1	10346
NSD3	6019
CYP2W1	5215
TASOR2	6996
SPDL1	4438
SEMA4C	1358
RPP25	9713
FOCAD	6584
YTHDF1	11267
TMEM260	9271
CMTM6	2139
DNAAF5	5214
DUS2	10045
CHTF8	10050
RASIP1	10968
LIME1	11270
ZSCAN32	9843
UBE2R2	6643
CHCHD3	5747
BPNT2	6092
TMEM161A	10861
PPL	9849
HAUS4	9120
TRMT10C	2433
EXD3	6969
RHBDL2	156
KANSL2	8299
DUSP23	561
ADPRS	143
SOHLH2	8751
SARS2	10930
COMMD4	9715
PPM1A	9287
OCIAD1	3084
RNF125	10564
ABITRAM	6842
DNAJC28	11361
SLC41A3	2544
LPCAT2	9988
MRPL16	7770
SDHAF2	7777
PPM1B	1155
COMMD8	3077
TRNAU1AP	111
ODR4	679
FAM120C	11785
C1orf109	151
PARP16	9669
TXNL4B	10058
TMEM160	10961
ODAM	3166
PPM1G	1079
GEMIN8	11616
SSH3	7802
TIPIN	9674
UCKL1	11270
C1orf56	523
PIGX	2862
CT55	12088
TMEM70	6169
HPF1	3611
TTC12	8000
BANP	10130
TMEM132A	7775
INTS11	2
THG1L	4383
C20orf27	11023
SLC25A38	2171
SLC35F6	1077
PLAAT2	7785
PPOX	567
C2orf42	1274
NMRK1	6694
CLN6	9683
PINX1	5896
HCFC1R1	9841
ULK4	2179
CZIB	219
ZNF770	9535
PPP1CA	7802
C1orf159	1
ZSCAN2	9751
GID8	11266
OXSM	2109
MTARC2	834
TESC	8607
AURKAIP1	2
ACP3	2570
AUP1	1293
PPP1CB	1086
TUG1	11474
TTC22	226
TMCO3	9102
PAK1IP1	4533
LAMTOR1	7819
RMND1	5126
TRMT61B	1086
FAM118A	11536
HERC6	3247
FAM174C	10790
PPP1CC	8578
PARPBP	8539
PIH1D1	10970
UBA6-DT	3155
LOC550113	3157
PPP2R3C	9174
MCUB	3342
STX17	6801
PRPF39	9219
MARCHF1	3583
C14orf119	9121
ANKRD40CL	10312
PPP1R1A	8325
TTC38	11541
PID1	1933
PHIP	4801
BANK1	3306
TMEM255A	12023
HEATR3	9963
C17orf80	10408
FBXO34	9265
USP47	7580
SLC35A5	2484
FKBP14	5343
MOCOS	10583
NOL8	6770
CCDC40	10437
PTCD3	1346
CDCA4	9491
TRMT12	6397
PPP1R2	2857
EPN3	10311
VPS37C	7776
REX1BD	10858
NRDE2	9424
MRPL20	2
ATG16L1	1952
ZWILCH	9675
GABPB1-IT1	9602
CRYBG2	102
PPP1R3A	5662
SUSD4	845
WIPI1	10386
ZCWPW1	5605
CCDC157	11471
SPATA6L	6511
NBDY	11795
SLC52A1	10158
PDPR	10053
ENOX1	8783
PPP1R3C	7344
DET1	9768
C9orf40	6694
RNF31	9125
OXR1	6314
UACA	9694
TMEM45A	2429
FEZF2	2273
TAPBPL	8129
IFT57	2464
ARGLU1	9072
KIF26B	940
SOBP	4926
RADX	11965
CCDC186	7446
SLC38A4	8291
PPP1R3D	11252
MED9	10210
TMEM51	57
NTAQ1	6393
GPATCH1	10906
SAMD4B	10932
EBLN2	2322
AVP	11020
PPP1R7	1988
WDR70	3868
DMAC2	10940
ATG2B	9451
RALGPS2	645
GPATCH2	819
SLFN12	10255
ANO1	7812
BSDC1	127
AGGF1	4019
PPP1R8	108
MAGOHB	8143
PLEKHJ1	10794
DYNC2I1	5854
XKR8	109
ARHGAP17	9921
TMEM39B	126
SLC6A15	8461
CRTAC1	7372
PRPF38B	465
FANCL	1219
AKIRIN2	4839
PIWIL2	5946
CEP192	10509
HEATR1	903
TRIM68	7548
ANO10	2188
ODAD2	7094
RBM28	5729
LARP1B	3424
SRBD1	1161
WRAP53	10170
FIGN	1635
ANKZF1	1888
ELP3	5973
HAUS2	9569
CDCA8	151
LRRC8D	384
THAP1	6039
ZDHHC4	5237
RBM23	9120
UBR7	9437
MTPAP	7105
PPP2CA	4277
C19orf73	10969
TMEM38B	6827
DALRD3	2213
SDAD1	3191
MSTO1	543
ARMC1	6131
DARS2	623
RFWD3	10069
PPP2CB	5985
ARHGEF10L	64
TMEM33	3052
PNPO	10299
SHQ1	2321
CEP55	7353
CENPQ	4685
MSL2	2588
MRPS18A	4658
PRMT6	459
TBCCD1	2816
DNAAF2	9240
MRPS10	4652
INTS10	5935
KLHL11	10278
SEC61A2	7026
RMDN3	9561
MRM3	10141
FAIM	2598
PPP2R1A	10982
LINS1	9823
SMG8	10350
RNF220	181
RIF1	1579
DZANK1	11091
SLC25A36	2609
VPS13D	49
RIC8B	8561
PPP2R1B	7993
NUDT11	11779
NADSYN1	7818
DNAJC17	9562
PBRM1	2228
EVA1B	144
CCDC198	9275
RESF1	8239
RPRD1A	10582
APPL2	8553
AVPR1A	8363
PPP2R2A	5960
PLEKHG6	8128
MAP1S	10855
LGI2	2974
GOLPH3L	522
ZNF532	10687
SBNO1	8634
ARL8B	2015
DCUN1D2	9102
SETD5	2034
PPP2R2B	4333
ATAD3A	2
DPPA4	2469
BBS7	3396
RCBTB1	8812
P3H2	2832
FANCI	9771
NKAPD1	7994
TMLHE	12166
EXD2	9327
MACO1	98
PPP2R2C	2893
KLHDC8A	766
LRRC20	7252
TRIM62	130
ETNK2	760
RAVER2	272
NAT10	7682
LRRC1	4704
PNMA8A	10959
PANK4	7
PPP2R3A	2587
USP40	1953
CCDC87	7799
MOB1A	1291
SMU1	6640
UBA6	3155
VRTN	9350
SLC38A7	10002
OGFOD1	9992
PTPA	6933
STEAP3	1441
KIRREL1	553
SLC47A1	10215
UQCC1	11140
CCDC25	5971
NEIL3	3646
PACC1	795
YY1AP1	543
PPP2R5A	795
ELP2	10583
PCMTD2	11272
ASXL2	1072
TYW1	5470
TMEM39A	2515
WDR41	4020
ADI1	970
MRGBP	11265
THNSL2	1349
DNAI7	8209
PPP2R5B	7791
TMEM143	10966
TRAPPC14	5604
TMEM19	8401
PRR34	11540
ECHDC2	217
PSPC1	8677
PPP2R5C	9477
NUDT15	8805
IMP3	9716
TMEM100	10335
PHF10	5208
VPS53	10141
PGM2	3034
FGGY	247
QRSL1	4923
ZNF654	2389
PPP2R5D	4655
CWF19L1	7382
TMEM140	5758
LRRC36	10042
MCOLN3	363
UBE2W	6168
RBM41	11967
LINC00251	6129
C4orf19	3032
SAMD12-AS1	6371
TMEM40	2049
RHOT1	10241
ATXN7L3B	8414
ACOXL	1411
DNAJC25-GNG10	6854
PPP2R5E	9301
BRF2	6017
PPP6R3	7805
UEVLD	7611
FBXW7	3532
KLHL26	10859
TBC1D19	2981
CCDC91	8223
BRIX1	3857
PPP3CA	3304
PI4K2B	2975
OLAH	7039
GIMAP4	5819
SPTLC3	11066
DDX19A	10053
MIR3936HG	4269
ZNF444	10996
PEF1	124
RFK	6700
CPPED1	9884
TMEM144	3559
SLC29A3	7257
PRR5-ARHGAP8	11534
RSAD1	10311
AP5S1	11023
TMA16	3583
PPP3CB	7266
MIS18BP1	9220
TMEM74B	11011
C5orf22	3844
LARP6	9695
ABCF3	2806
UFSP2	3683
AGPAT5	5885
LIN7C	7652
RNLS	7328
MNS1	9629
PPP3CC	5947
BLOC1S4	2894
ACER3	7840
DRAM1	8538
SYNJ2BP	9333
SLC39A9	9328
NIPSNAP3B	6823
FBXL8	10041
SHFL	10824
WDR33	1480
PPP3R1	1265
GIMAP5	5820
LSG1	2853
STRBP	6907
SLC35C1	7735
ZGRF1	3355
TCP11L1	7677
ABHD10	2481
CHDH	2234
PPP3R2	6809
VNN3P	5041
STK32B	2887
LAPTM4B	6275
HJURP	1954
SLC22A15	498
TBC1D2	6793
STYK1	8143
PPP5C	10958
PI4K2A	7371
TMEM63B	4660
HEMGN	6792
IMPACT	10528
TMEM176A	5820
LGR4	7651
PIDD1	7534
PPP6C	6916
PPP4R1L	11244
TMCO6	4306
LRRC59	10310
PPT1	161
MEG3	9473
MCM10	7030
PPY	10287
AVPR2	12161
PRB1	8146
CCDC148-AS1	1610
MIR31HG	6587
JPX	11844
LOC554206	9922
NCBP3	10153
MIR429	1
MIR448	12001
MIR449A	3930
MIR450A1	12085
ZNF331	10987
ANKRD30BL	1491
SIRPG	11013
ASPDH	10975
GPALPP1	8792
FBXO48	1266
LINC00862	744
YOD1	772
AP1AR	3354
STRADB	1807
PRB3	8146
DHRS4-AS1	9125
PRB4	8144
CAMK2N1	78
CSGALNACT2	7142
PRCC	548
DNAJA4	9727
PRCP	7867
NDUFAF7	1124
RBM12B-AS1	6257
PARL	2804
PRELP	758
PREP	4917
ETNK1	8197
CHST12	5221
HES6	1975
TRPV6	5792
TNFRSF19	8694
MACROH2A2	7251
GPRC5D	8153
SLC35E3	8387
BATF3	797
PRF1	7254
DDX43	4777
SMPD3	10046
ASIC4	1889
SRGN	7247
ELAC1	10651
TRIM36	4191
DHTKD1	7026
FEM1A	10804
PIP4P2	6245
PRG2	7759
SVOP	8570
ELMOD1	7974
SLC30A10	829
MAML3	3476
CDCA7L	5306
KCNQ1DN	7544
PRH1	8144
IL17RB	2234
RBM38	11240
MSX2P1	10346
PRH2	8144
ZNF823	10830
SOX6	7599
KLK15	10976
ENOSF1	10453
PLXNA3	12162
HAUS7	12159
CDC42BPG	7791
ZNF821	10057
DNAH3	9908
GALNT10	4368
PRIM1	8334
CNOT11	1374
FOXRED1	8060
CDV3	2576
STAB2	8546
NAGK	1278
SUPT20H	8755
PRIM2	4720
KIF27	6734
CHRNA9	3045
UBE2Q1	538
MIOX	11560
MED29	10932
BMP2K	3203
VEZT	8509
GOLGA2P5	8531
OTUD5	11770
ZCCHC8	8630
ITLN1	566
DDX60	3604
CDKN2AIP	3675
TENT5A	4813
CARMIL1	4600
KIF21A	8257
PPP1R9A	5581
ANKRD10	9092
ZNF280C	12066
VPS50	5574
OTUB1	7787
FERMT1	11033
MTMR8	11807
KIF16B	11081
PRR5	11534
ASAP3	91
TASP1	11067
DOCK10	1913
PRKAA1	3884
STAP2	10802
TRMT1	10836
TTC27	1103
THUMPD1	9907
POMGNT1	188
ZDHHC7	10116
AMBRA1	7738
ZNF407	10760
PRKAA2	234
SLC39A4	6488
LRRC40	296
G2E3	9154
TBC1D22B	4629
KRBOX4	11761
DEPDC1	289
CHD7	6109
SYBU	6329
PRKAB1	8619
FLVCR2	9356
BTBD2	10793
OSGEP	9109
RAB20	9091
PIGV	104
SLC48A1	8295
BCAS4	11210
TMEM127	1355
NLRP2	10992
INTS8	6262
RNF126	10787
ZNF416	11003
PRKACA	10840
PRPF40A	1585
DDX27	11203
HIF1AN	7383
ZNF446	11006
CDC37L1	6511
URGCP	5403
NPLOC4	10444
DENND4C	6577
GPATCH2L	9358
MFN1	2784
PRKACB	358
PPP4R3A	9429
SLC30A6	1101
IWS1	1479
LIMS2	1480
PRKACG	6667
RUFY2	7244
SCYL2	8531
KANSL3	1357
RABL6	6966
MREG	1873
TRMU	11541
YEATS2	2803
PKIA	6190
PACS1	7796
FRMD4A	7032
LUC7L	9830
KDM4D	7918
RBM22	4352
VAC14	10054
RADIL	5232
IARS2	831
PKIB	4994
MAP7D1	144
ARHGEF40	9112
YJU2	10802
POLR3B	8559
CCDC88A	1207
IPO9	751
NDC1	221
KBTBD4	7743
PRKAG1	8301
FAR2	8227
ZNF334	11191
TENM3	3669
DOK4	9997
LMBR1L	8301
WDR11	7476
POLR3E	9911
SLF2	7385
TSR1	10147
IQCC	126
CEP72	3707
ASF1B	10840
INTS13	8217
BTBD7	9437
N4BP2	3044
ATF7IP	8160
PRKAR1A	10386
FAM222B	10229
C1orf112	604
HHAT	787
ZFP64	11216
DNAJC11	24
VPS35	9947
ARFGAP1	11267
NAXD	9091
ENAH	854
EDEM2	11140
PARVA	7583
COA1	5402
AP5M1	9274
NUP133	871
CNDP2	10760
CCAR1	7245
PRKAR1B	5213
AGK	5786
TMEM184C	3511
SEPTIN11	3195
TMEM30A	4784
CDK5RAP2	6894
INTS9	5976
UGGT2	9022
RCOR3	791
WDR12	1814
